,,silo3
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021424,-75614
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021429,-75623
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021434,-75602
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021439,-75615
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021444,-75626
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021449,-75639
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021454,-75639
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021459,-75645
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021464,-75639
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021469,-75666
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021474,-75645
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021479,-75667
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021484,-75639
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021489,-75646
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021494,-75646
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021499,-75667
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021504,-75669
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021509,-75663
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021514,-75695
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021519,-75712
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021524,-75696
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021529,-75675
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021534,-75679
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021539,-75694
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021544,-75689
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021549,-75677
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021554,-75683
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021559,-75679
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021564,-75688
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021569,-75634
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021574,-75682
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021579,-75686
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021584,-75564
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021589,-75688
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021594,-75680
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021599,-75692
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021604,-75677
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021609,-75686
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021614,-75669
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021619,-75682
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021624,-75670
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021629,-75682
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021634,-75667
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021639,-75674
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021644,-75668
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021649,-75692
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021654,-75666
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021659,-75689
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021664,-75685
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021669,-75698
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021674,-75682
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021679,-75669
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021684,-75689
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021689,-75683
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021694,-75674
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021699,-75687
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021704,-75680
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021709,-75695
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021714,-75697
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021719,-75721
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021724,-75702
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021729,-75728
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021734,-75747
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021741,-75703
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021744,-75706
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021749,-75730
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021754,-75744
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021759,-75735
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021764,-75734
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021769,-75751
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021774,-75738
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021779,-75736
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021784,-75628
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021789,-75745
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021794,-75746
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021799,-75629
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021804,-75753
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021809,-75746
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021814,-75731
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021819,-75742
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021824,-75744
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021829,-75766
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021834,-75745
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021839,-75744
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021844,-75744
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021849,-75737
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021854,-75749
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021859,-75745
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021864,-75724
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021869,-75742
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021874,-75738
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021879,-75772
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021884,-75738
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021889,-75735
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021894,-75750
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021899,-75727
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021904,-75756
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021909,-75735
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021914,-75754
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021919,-75730
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021924,-75740
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021929,-75734
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021934,-75767
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021939,-75722
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021944,-75748
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021949,-75746
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021954,-75729
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021959,-75737
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021964,-75777
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021969,-75724
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021974,-75741
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021979,-75732
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021984,-75722
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021989,-75748
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021994,-75739
c9da44b8-4771-11ea-9d18-26361acb5d98,1583021999,-75645
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022004,-75739
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022009,-75758
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022014,-75624
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022019,-75744
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022024,-75734
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022029,-75730
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022034,-75754
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022039,-75739
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022044,-75724
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022049,-75734
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022054,-75743
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022059,-75745
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022064,-75726
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022069,-75734
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022074,-75738
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022079,-75749
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022084,-75744
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022089,-75739
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022094,-75753
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022099,-75718
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022104,-75761
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022109,-75757
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022114,-75726
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022119,-75754
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022124,-75763
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022150,-75751
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022155,-75664
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022160,-75535
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022165,-75758
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022170,-75708
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022175,-75597
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022180,-75679
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022185,-75669
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022190,-75651
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022201,-75740
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022205,-75608
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022210,-75694
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022215,-75641
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022220,-75513
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022225,-75486
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022230,-75418
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022235,-75491
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022240,-75314
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022245,-75427
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022250,-75431
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022255,-75355
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022260,-75604
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022265,-75576
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022270,-75549
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022275,-75585
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022280,-75447
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022285,-75560
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022290,-75625
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022295,-75495
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022300,-75599
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022305,-75349
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022310,-75502
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022315,-75522
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022320,-75518
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022325,-75461
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022330,-75535
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022335,-75479
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022340,-75407
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022345,-75519
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022350,-75483
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022355,-75535
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022360,-75487
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022365,-75587
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022370,-75521
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022375,-75517
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022380,-75236
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022385,-75665
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022390,-75647
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022395,-75674
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022400,-75611
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022405,-75649
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022410,-75652
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022415,-75346
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022420,-75523
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022425,-75600
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022430,-75706
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022435,-75584
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022440,-75659
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022445,-75486
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022450,-75484
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022455,-75558
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022460,-75527
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022465,-75571
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022470,-75485
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022475,-75363
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022480,-75630
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022485,-75554
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022490,-75499
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022495,-75609
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022500,-75539
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022505,-75533
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022510,-75229
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022515,-75467
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022520,-75406
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022525,-75333
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022530,-75416
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022535,-75495
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022540,-75480
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022545,-75469
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022550,-75541
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022555,-75481
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022560,-75480
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022565,-75525
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022570,-75503
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022575,-75379
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022580,-75543
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022585,-75644
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022590,-75524
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022595,-75659
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022600,-75509
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022605,-75609
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022610,-75306
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022615,-75432
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022620,-75584
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022625,-75503
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022630,-75519
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022635,-75437
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022640,-75574
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022645,-75357
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022650,-75514
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022655,-75645
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022660,-75512
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022665,-75701
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022670,-75612
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022675,-75405
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022680,-75568
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022685,-75653
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022690,-75552
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022695,-75627
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022700,-75642
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022705,-75598
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022710,-75641
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022715,-75648
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022720,-75654
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022725,-75661
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022730,-75639
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022735,-75666
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022740,-75630
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022745,-75669
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022750,-75666
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022755,-75646
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022760,-75673
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022765,-75671
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022770,-75663
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022775,-75675
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022780,-75679
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022785,-75676
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022790,-75662
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022795,-75687
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022800,-75724
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022805,-75679
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022810,-75671
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022815,-75698
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022820,-75689
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022825,-75696
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022830,-75698
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022835,-75693
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022840,-75695
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022845,-75697
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022850,-75611
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022855,-75694
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022860,-75711
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022865,-75599
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022870,-75709
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022875,-75725
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022880,-75721
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022885,-75748
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022892,-75727
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022895,-75713
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022900,-75742
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022905,-75715
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022910,-75703
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022915,-75751
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022920,-75728
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022925,-75746
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022930,-75745
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022935,-75729
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022940,-75746
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022945,-75741
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022950,-75736
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022955,-75750
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022960,-75755
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022965,-75756
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022970,-75747
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022975,-75745
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022980,-75766
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022985,-75771
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022990,-75736
c9da44b8-4771-11ea-9d18-26361acb5d98,1583022995,-75775
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023000,-75765
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023005,-75773
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023010,-75797
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023015,-75767
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023022,-75773
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023025,-75778
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023030,-75771
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023035,-75767
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023040,-75791
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023045,-75784
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023050,-75770
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023055,-75810
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023060,-75769
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023065,-75772
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023070,-75834
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023075,-75798
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023080,-75707
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023085,-75793
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023091,-75763
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023095,-75687
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023101,-75806
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023105,-75782
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023110,-75775
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023115,-75813
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023120,-75797
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023125,-75788
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023130,-75828
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023135,-75808
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023140,-75810
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023145,-75825
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023150,-75800
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023155,-75836
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023160,-75821
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023165,-75833
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023170,-75842
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023175,-75833
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023180,-75838
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023185,-75856
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023190,-75877
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023196,-75840
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023201,-75850
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023205,-75839
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023210,-75833
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023215,-75854
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023220,-75840
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023225,-75855
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023230,-75883
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023235,-75866
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023240,-75866
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023245,-75873
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023250,-75876
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023255,-75855
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023260,-75869
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023265,-75872
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023270,-75832
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023275,-75856
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023280,-75832
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023285,-75859
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023290,-75856
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023295,-75793
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023300,-75871
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023305,-75869
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023310,-75780
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023315,-75873
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023320,-75872
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023325,-75883
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023330,-75864
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023335,-75889
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023340,-75890
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023345,-75893
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023350,-75889
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023355,-75893
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023360,-75890
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023365,-75904
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023370,-75909
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023375,-75906
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023380,-75913
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023385,-75899
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023390,-75898
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023395,-75892
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023400,-75909
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023405,-75896
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023410,-75884
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023415,-75896
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023420,-75900
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023425,-75888
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023430,-75911
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023435,-75898
c9da44b8-4771-11ea-9d18-26361acb5d98,1583023440,-75896
